ï»¿time,generation biomass,generation fossil gas,generation hydro water reservoir,generation nuclear,generation solar,forecast solar day ahead,total load forecast,total load actual,price day ahead,price actual
2018-03-01 07:00:00+01:00,319.0,4066.0,1470.0,7086.0,41.0,11,29296,28376.0,41.69,62.74
2018-03-01 08:00:00+01:00,325.0,4141.0,1913.0,7086.0,50.0,73,32374,30875.0,51.76,69.34
2018-03-01 09:00:00+01:00,320.0,4285.0,3583.0,7092.0,267.0,408,33834,32775.0,53.9,72.06
2018-03-01 10:00:00+01:00,316.0,4397.0,3958.0,7079.0,844.0,934,34760,33782.0,54.45,71.86
2018-03-01 11:00:00+01:00,329.0,4490.0,3853.0,7036.0,1425.0,1425,34608,33868.0,53.42,68.54
2018-03-01 12:00:00+01:00,326.0,4487.0,3265.0,6971.0,1732.0,1680,34005,33554.0,52.26,65.97
2018-03-01 13:00:00+01:00,321.0,4636.0,2545.0,6871.0,1756.0,1893,34004,33675.0,52.0,63.87
2018-03-01 14:00:00+01:00,308.0,4336.0,1918.0,6856.0,1733.0,1917,32887,32631.0,50.76,60.34
2018-03-01 15:00:00+01:00,314.0,4623.0,1789.0,6864.0,1667.0,1555,32305,31637.0,49.96,56.61
2018-03-01 16:00:00+01:00,320.0,4943.0,2273.0,6897.0,1265.0,1097,31996,31192.0,49.48,52.26
2018-03-01 17:00:00+01:00,318.0,4715.0,2509.0,6924.0,562.0,609,32373,31399.0,51.0,52.89
2018-03-01 18:00:00+01:00,319.0,4741.0,3375.0,6948.0,84.0,223,33918,33081.0,53.05,54.43
2018-03-01 19:00:00+01:00,309.0,4746.0,3940.0,6972.0,28.0,22,34504,33666.0,53.47,62.85
2018-03-01 20:00:00+01:00,308.0,4659.0,4088.0,6993.0,22.0,10,34500,33891.0,53.9,65.36
2018-03-01 21:00:00+01:00,306.0,4577.0,3650.0,7012.0,19.0,12,33858,33464.0,53.42,64.82
2018-03-01 22:00:00+01:00,295.0,4661.0,2169.0,7031.0,19.0,12,31803,31595.0,51.01,59.36
2018-03-01 23:00:00+01:00,290.0,4639.0,1546.0,7051.0,19.0,11,28789,28971.0,40.75,52.03
2018-03-02 00:00:00+01:00,381.0,4399.0,1688.0,7110.0,17.0,5,29299,29666.0,58.39,43.09
2018-03-02 01:00:00+01:00,382.0,3926.0,1118.0,7110.0,17.0,3,27091,27488.0,54.1,42.16
2018-03-02 02:00:00+01:00,384.0,3705.0,675.0,7111.0,17.0,8,25585,25851.0,45.1,41.25
2018-03-02 03:00:00+01:00,380.0,3817.0,645.0,7111.0,16.0,6,24793,25034.0,43.84,41.57
2018-03-02 04:00:00+01:00,383.0,3828.0,591.0,7111.0,17.0,7,24444,24644.0,43.57,44.36
2018-03-02 05:00:00+01:00,379.0,3822.0,587.0,7113.0,17.0,9,24371,24547.0,43.39,47.9
2018-03-02 06:00:00+01:00,381.0,3877.0,639.0,7111.0,17.0,11,25033,25066.0,43.64,54.47
2018-03-02 07:00:00+01:00,379.0,4533.0,1154.0,7110.0,18.0,28,26841,26648.0,44.35,61.7
2018-03-02 08:00:00+01:00,382.0,4554.0,1446.0,7110.0,115.0,169,28505,28352.0,44.1,69.53
2018-03-02 09:00:00+01:00,385.0,4824.0,1683.0,7110.0,1058.0,1006,31304,31305.0,50.28,72.72
2018-03-02 10:00:00+01:00,397.0,4869.0,1963.0,7109.0,2316.0,2291,33351,33433.0,55.01,72.4
2018-03-02 11:00:00+01:00,395.0,4826.0,2024.0,7109.0,3586.0,3348,33620,33615.0,51.07,71.79
2018-03-02 12:00:00+01:00,401.0,4371.0,1124.0,7110.0,4337.0,4192,32998,33010.0,46.96,70.81
2018-03-02 13:00:00+01:00,396.0,4208.0,790.0,7110.0,4357.0,4280,32907,32811.0,46.95,68.94
2018-03-02 14:00:00+01:00,395.0,3979.0,703.0,7110.0,4202.0,4096,32170,31993.0,44.35,64.8
2018-03-02 15:00:00+01:00,399.0,3626.0,650.0,7110.0,3854.0,3649,30944,30823.0,43.57,62.18
2018-03-02 16:00:00+01:00,397.0,3532.0,635.0,7111.0,3061.0,2957,30038,29935.0,43.39,57.85
2018-03-02 17:00:00+01:00,395.0,4396.0,744.0,7112.0,1644.0,1867,29849,29752.0,47.38,54.86
2018-03-02 18:00:00+01:00,378.0,5061.0,1441.0,7111.0,429.0,676,31000,31139.0,50.54,55.3
2018-03-02 19:00:00+01:00,369.0,5482.0,2218.0,7111.0,145.0,165,33083,33428.0,58.19,58.27
2018-03-02 20:00:00+01:00,376.0,5451.0,2689.0,7112.0,93.0,41,33798,34003.0,58.99,61.14
2018-03-02 21:00:00+01:00,381.0,5299.0,2375.0,7111.0,58.0,23,33597,33881.0,58.59,61.29
2018-03-02 22:00:00+01:00,387.0,5191.0,1891.0,7112.0,23.0,27,32154,32489.0,55.1,54.11
2018-03-02 23:00:00+01:00,394.0,4993.0,1542.0,7113.0,17.0,27,29831,30329.0,51.0,48.0
2018-03-03 00:00:00+01:00,302.0,3930.0,2512.0,6077.0,26.0,2,28616,28772.0,42.0,49.61
2018-03-03 01:00:00+01:00,324.0,3884.0,1923.0,6077.0,26.0,2,26484,26625.0,38.85,47.99
2018-03-03 02:00:00+01:00,330.0,3870.0,1915.0,6077.0,26.0,2,24977,25016.0,38.2,44.63
2018-03-03 03:00:00+01:00,326.0,3911.0,2175.0,6077.0,26.0,3,24254,24154.0,36.68,43.67
2018-03-03 04:00:00+01:00,327.0,4011.0,2060.0,6077.0,26.0,7,23834,23650.0,36.23,43.56
2018-03-03 05:00:00+01:00,328.0,3887.0,1930.0,6078.0,26.0,8,23827,23600.0,36.36,43.13
2018-03-03 06:00:00+01:00,330.0,3871.0,2187.0,6078.0,25.0,3,24417,24172.0,36.61,45.13
2018-03-03 07:00:00+01:00,323.0,3848.0,2070.0,6079.0,34.0,18,25506,25202.0,38.0,46.0
2018-03-03 08:00:00+01:00,331.0,3750.0,2890.0,6078.0,414.0,305,27110,26871.0,38.0,48.2
2018-03-03 09:00:00+01:00,328.0,3889.0,3187.0,6079.0,1239.0,1038,30101,29877.0,45.19,53.69
2018-03-03 10:00:00+01:00,332.0,3950.0,3033.0,6078.0,1753.0,1635,31961,31562.0,48.39,54.19
2018-03-03 11:00:00+01:00,333.0,3928.0,2956.0,6076.0,1942.0,2022,32112,31914.0,46.46,52.35
2018-03-03 12:00:00+01:00,331.0,3827.0,2985.0,6078.0,1859.0,2160,31734,31457.0,44.45,50.58
2018-03-03 13:00:00+01:00,330.0,3722.0,3149.0,6077.0,1514.0,2103,31662,31370.0,43.29,49.67
2018-03-03 14:00:00+01:00,334.0,3895.0,3102.0,6077.0,1173.0,1885,30883,30607.0,40.89,48.8
2018-03-03 15:00:00+01:00,333.0,4127.0,3374.0,6076.0,863.0,1519,29688,29396.0,40.37,47.28
2018-03-03 16:00:00+01:00,331.0,4166.0,3390.0,6077.0,552.0,1011,28810,28641.0,41.7,49.04
2018-03-03 17:00:00+01:00,330.0,4315.0,3730.0,6077.0,273.0,465,28594,28387.0,44.92,52.4
2018-03-03 18:00:00+01:00,335.0,4492.0,5426.0,6076.0,61.0,97,28937,29020.0,52.52,59.46
2018-03-03 19:00:00+01:00,334.0,4900.0,6724.0,6077.0,30.0,11,31073,31173.0,63.14,71.11
2018-03-03 20:00:00+01:00,339.0,5062.0,4662.0,6077.0,28.0,4,32115,31974.0,56.56,64.79
2018-03-03 21:00:00+01:00,347.0,4847.0,3856.0,6079.0,25.0,3,31823,31931.0,57.45,65.97
2018-03-03 22:00:00+01:00,346.0,4501.0,3379.0,6079.0,25.0,3,30531,30599.0,52.0,59.25
2018-03-03 23:00:00+01:00,343.0,3955.0,3453.0,6081.0,24.0,3,28469,28416.0,50.48,57.77
2018-03-04 00:00:00+01:00,242.0,3243.0,3049.0,6050.0,163.0,94,25400,25014.0,27.31,56.62
2018-03-04 01:00:00+01:00,244.0,3152.0,3105.0,6049.0,161.0,86,23497,23267.0,25.2,52.6
2018-03-04 02:00:00+01:00,242.0,3143.0,2736.0,6048.0,155.0,77,22513,22326.0,17.27,48.65
2018-03-04 03:00:00+01:00,248.0,3137.0,2475.0,6047.0,134.0,71,22006,21837.0,12.0,46.2
2018-03-04 04:00:00+01:00,248.0,3170.0,2556.0,6046.0,121.0,64,21873,21750.0,10.68,45.76
2018-03-04 05:00:00+01:00,241.0,3207.0,2709.0,6046.0,93.0,31,22542,22404.0,19.56,46.07
2018-03-04 06:00:00+01:00,248.0,3386.0,3367.0,6044.0,109.0,25,25539,25317.0,29.54,46.6
2018-03-04 07:00:00+01:00,251.0,3652.0,4987.0,6043.0,96.0,25,29689,29468.0,40.0,46.75
2018-03-04 08:00:00+01:00,248.0,3814.0,6289.0,6044.0,199.0,234,32255,31905.0,43.13,48.23
2018-03-04 09:00:00+01:00,247.0,3951.0,6910.0,6045.0,874.0,948,33759,33368.0,43.89,52.28
2018-03-04 10:00:00+01:00,273.0,3939.0,6419.0,6044.0,1665.0,1793,34209,33875.0,43.13,54.8
2018-03-04 11:00:00+01:00,290.0,4045.0,5403.0,6042.0,2343.0,2544,34110,33885.0,40.71,55.38
2018-03-04 12:00:00+01:00,263.0,3881.0,4638.0,6040.0,2894.0,3064,33952,33869.0,36.89,57.19
2018-03-04 13:00:00+01:00,263.0,3999.0,4372.0,6040.0,3208.0,3373,33403,33379.0,35.02,55.56
2018-03-04 14:00:00+01:00,252.0,3843.0,3736.0,6036.0,3369.0,3461,32081,31955.0,32.5,52.78
2018-03-04 15:00:00+01:00,248.0,4111.0,3679.0,6034.0,3394.0,3360,31388,31156.0,29.29,46.59
2018-03-04 16:00:00+01:00,248.0,4094.0,3418.0,6034.0,3184.0,3072,30995,30719.0,27.0,45.65
2018-03-04 17:00:00+01:00,247.0,4032.0,3569.0,6034.0,2902.0,2601,30619,30485.0,26.9,46.7
2018-03-04 18:00:00+01:00,245.0,4043.0,3626.0,6032.0,2313.0,1937,30045,29986.0,26.9,52.85
2018-03-04 19:00:00+01:00,251.0,4121.0,3847.0,6031.0,1246.0,1027,30078,30181.0,27.61,60.24
2018-03-04 20:00:00+01:00,256.0,4339.0,5322.0,6034.0,447.0,316,31632,32324.0,36.89,59.33
2018-03-04 21:00:00+01:00,256.0,4579.0,6887.0,6033.0,239.0,137,33770,33901.0,42.87,53.88
2018-03-04 22:00:00+01:00,257.0,4624.0,5155.0,6033.0,206.0,116,31046,31065.0,38.69,52.37
2018-03-04 23:00:00+01:00,255.0,4217.0,4053.0,6035.0,170.0,113,28640,28608.0,32.89,48.25
2018-03-05 00:00:00+01:00,339.0,3996.0,3258.0,5061.0,334.0,162,24953,25739.0,45.0,46.64
2018-03-05 01:00:00+01:00,337.0,3778.0,3045.0,5061.0,266.0,147,23308,24222.0,38.02,45.0
2018-03-05 02:00:00+01:00,338.0,3740.0,2679.0,5062.0,220.0,139,22317,23355.0,35.59,43.68
2018-03-05 03:00:00+01:00,324.0,4050.0,2675.0,5062.0,208.0,129,22140,23031.0,34.17,42.0
2018-03-05 04:00:00+01:00,320.0,3891.0,2752.0,5061.0,193.0,127,22206,22827.0,33.87,40.64
2018-03-05 05:00:00+01:00,316.0,3978.0,2706.0,5062.0,100.0,118,22808,23337.0,34.17,46.75
2018-03-05 06:00:00+01:00,316.0,4159.0,3147.0,5063.0,41.0,105,25068,25475.0,40.56,48.11
2018-03-05 07:00:00+01:00,317.0,4434.0,4410.0,5061.0,97.0,209,27813,28006.0,49.91,56.56
2018-03-05 08:00:00+01:00,329.0,5170.0,6625.0,5061.0,754.0,890,30790,30534.0,52.69,66.3
2018-03-05 09:00:00+01:00,337.0,4829.0,6677.0,5055.0,2160.0,2191,32319,31591.0,52.46,69.24
2018-03-05 10:00:00+01:00,340.0,4520.0,4950.0,5057.0,3852.0,3572,32551,31859.0,49.74,68.57
2018-03-05 11:00:00+01:00,342.0,3846.0,4608.0,5056.0,4568.0,4385,32359,31987.0,48.77,66.71
2018-03-05 12:00:00+01:00,335.0,3720.0,4294.0,5058.0,4697.0,4756,32426,32112.0,46.47,63.14
2018-03-05 13:00:00+01:00,326.0,3749.0,3817.0,5058.0,4743.0,4774,32168,32057.0,45.71,61.44
2018-03-05 14:00:00+01:00,340.0,3667.0,3382.0,5059.0,4501.0,4526,31017,31069.0,43.0,60.48
2018-03-05 15:00:00+01:00,344.0,3685.0,2911.0,5058.0,4045.0,4190,30376,30468.0,43.21,61.08
2018-03-05 16:00:00+01:00,339.0,3380.0,2787.0,5058.0,3505.0,3797,30018,30184.0,43.0,61.52
2018-03-05 17:00:00+01:00,338.0,3337.0,2672.0,5059.0,3100.0,3331,30280,29809.0,39.68,61.57
2018-03-05 18:00:00+01:00,348.0,3267.0,3687.0,5058.0,2698.0,2752,29749,29429.0,37.02,67.62
2018-03-05 19:00:00+01:00,351.0,3495.0,3732.0,5058.0,1905.0,1868,29475,29399.0,40.0,73.65
2018-03-05 20:00:00+01:00,354.0,3856.0,4069.0,5059.0,856.0,826,29704,30189.0,41.51,72.37
2018-03-05 21:00:00+01:00,356.0,4158.0,5479.0,5060.0,470.0,321,31622,31940.0,46.44,62.48
2018-03-05 22:00:00+01:00,351.0,3925.0,4876.0,5061.0,395.0,238,30108,30287.0,46.7,58.94
2018-03-05 23:00:00+01:00,351.0,3636.0,3677.0,5059.0,346.0,206,27616,27793.0,41.26,55.62
2018-03-06 00:00:00+01:00,311.0,4461.0,2399.0,4438.0,357.0,327,23336,23128.0,64.97,46.63
2018-03-06 01:00:00+01:00,309.0,4386.0,2719.0,4457.0,288.0,303,21920,21731.0,64.93,43.95
2018-03-06 02:00:00+01:00,306.0,4349.0,2264.0,4520.0,158.0,233,20854,20679.0,62.86,43.02
2018-03-06 03:00:00+01:00,307.0,4224.0,2131.0,4579.0,64.0,219,20367,20052.0,61.37,42.26
2018-03-06 04:00:00+01:00,301.0,4486.0,2031.0,4635.0,54.0,214,19993,19659.0,56.64,42.4
2018-03-06 05:00:00+01:00,298.0,4734.0,1964.0,4644.0,55.0,194,19878,19563.0,52.0,44.18
2018-03-06 06:00:00+01:00,300.0,4626.0,1950.0,4645.0,64.0,182,19779,19441.0,50.2,45.77
2018-03-06 07:00:00+01:00,287.0,4588.0,2039.0,4650.0,198.0,358,19647,19312.0,49.95,57.35
2018-03-06 08:00:00+01:00,287.0,4850.0,2277.0,4647.0,745.0,924,20812,20432.0,50.0,67.17
2018-03-06 09:00:00+01:00,294.0,4775.0,2218.0,4647.0,1626.0,1823,22582,22221.0,53.01,66.62
2018-03-06 10:00:00+01:00,314.0,4772.0,2410.0,4648.0,2680.0,2739,24074,23582.0,55.0,66.28
2018-03-06 11:00:00+01:00,337.0,4732.0,2421.0,4648.0,3346.0,3427,24919,24442.0,54.64,62.36
2018-03-06 12:00:00+01:00,333.0,4756.0,2488.0,4647.0,3698.0,3864,25270,24742.0,53.13,60.01
2018-03-06 13:00:00+01:00,334.0,4603.0,2452.0,4645.0,4152.0,4039,25609,25210.0,52.04,57.85
2018-03-06 14:00:00+01:00,336.0,4643.0,2218.0,4644.0,4264.0,4039,25402,25091.0,52.51,57.02
2018-03-06 15:00:00+01:00,337.0,4472.0,2060.0,4645.0,4111.0,3924,24135,23728.0,49.71,56.71
2018-03-06 16:00:00+01:00,336.0,4360.0,2078.0,4636.0,3828.0,3751,23296,23051.0,46.97,57.61
2018-03-06 17:00:00+01:00,333.0,4295.0,2012.0,4642.0,3482.0,3463,23098,22708.0,46.87,62.7
2018-03-06 18:00:00+01:00,336.0,4012.0,1999.0,4643.0,3080.0,2986,23227,22881.0,46.75,68.38
2018-03-06 19:00:00+01:00,335.0,3733.0,2149.0,4644.0,2610.0,2273,23612,23419.0,49.0,73.34
2018-03-06 20:00:00+01:00,333.0,3881.0,2382.0,4642.0,1696.0,1410,24409,24246.0,51.5,68.86
2018-03-06 21:00:00+01:00,344.0,4531.0,3060.0,4646.0,823.0,770,25976,25699.0,63.03,64.9
2018-03-06 22:00:00+01:00,350.0,4828.0,3518.0,4647.0,486.0,505,26471,26459.0,64.97,60.16
2018-03-06 23:00:00+01:00,354.0,4879.0,3056.0,4645.0,458.0,447,24715,24803.0,61.79,56.66
2018-03-07 00:00:00+01:00,364.0,5415.0,3945.0,5999.0,365.0,390,27535,27801.0,61.14,47.82
2018-03-07 01:00:00+01:00,362.0,5383.0,3057.0,6001.0,303.0,355,25953,26265.0,59.19,45.5
2018-03-07 02:00:00+01:00,353.0,5306.0,2188.0,6001.0,225.0,294,24895,25182.0,57.89,43.67
2018-03-07 03:00:00+01:00,359.0,5229.0,1818.0,6004.0,194.0,290,24419,24668.0,56.25,43.58
2018-03-07 04:00:00+01:00,356.0,5403.0,1681.0,6006.0,194.0,273,24266,24529.0,56.0,42.98
2018-03-07 05:00:00+01:00,350.0,5487.0,1990.0,6006.0,155.0,250,24530,24858.0,58.0,45.46
2018-03-07 06:00:00+01:00,359.0,5657.0,2942.0,6011.0,116.0,241,26186,26475.0,59.19,51.86
2018-03-07 07:00:00+01:00,362.0,6019.0,3711.0,6011.0,297.0,439,28420,28748.0,59.01,61.05
2018-03-07 08:00:00+01:00,361.0,5923.0,5480.0,6011.0,1048.0,1212,30476,31141.0,61.89,68.63
2018-03-07 09:00:00+01:00,363.0,6275.0,6516.0,6009.0,2803.0,2585,32519,33302.0,63.0,67.07
2018-03-07 10:00:00+01:00,354.0,6539.0,5892.0,6008.0,4222.0,3818,33722,34577.0,62.96,63.52
2018-03-07 11:00:00+01:00,356.0,6556.0,6348.0,6009.0,4781.0,4549,34381,35453.0,63.01,63.29
2018-03-07 12:00:00+01:00,356.0,6605.0,5981.0,6003.0,5070.0,4919,35114,36145.0,62.78,58.61
2018-03-07 13:00:00+01:00,356.0,6506.0,5611.0,6002.0,5275.0,5101,35447,36391.0,62.52,58.39
2018-03-07 14:00:00+01:00,359.0,6287.0,5142.0,6002.0,5319.0,5147,34837,35749.0,62.01,58.67
2018-03-07 15:00:00+01:00,356.0,5837.0,4588.0,6002.0,5203.0,5054,34282,34848.0,61.89,58.01
2018-03-07 16:00:00+01:00,354.0,5974.0,4510.0,6001.0,5006.0,4837,34152,34655.0,61.96,57.94
2018-03-07 17:00:00+01:00,349.0,5910.0,5107.0,6002.0,4604.0,4490,34059,34771.0,62.0,61.6
2018-03-07 18:00:00+01:00,352.0,6282.0,5889.0,6001.0,4066.0,3885,33474,34205.0,63.17,71.43
2018-03-07 19:00:00+01:00,353.0,5803.0,6137.0,6000.0,3281.0,2964,33143,33657.0,62.93,74.89
2018-03-07 20:00:00+01:00,362.0,5656.0,6141.0,6005.0,2170.0,1835,32777,33120.0,63.03,75.32
2018-03-07 21:00:00+01:00,364.0,5629.0,5180.0,6006.0,1020.0,950,32335,32677.0,62.69,71.23
2018-03-07 22:00:00+01:00,361.0,5729.0,6245.0,6006.0,671.0,638,31584,32141.0,65.0,60.8
2018-03-07 23:00:00+01:00,359.0,5749.0,4670.0,6006.0,633.0,589,29199,29865.0,61.45,55.17
2018-03-08 00:00:00+01:00,355.0,6498.0,4221.0,6983.0,253.0,515,31014,30928.0,67.76,47.54
2018-03-08 01:00:00+01:00,367.0,6235.0,3362.0,6972.0,220.0,512,28816,28761.0,65.6,46.91
2018-03-08 02:00:00+01:00,363.0,5971.0,2269.0,6971.0,212.0,496,27229,27401.0,63.9,45.19
2018-03-08 03:00:00+01:00,361.0,5911.0,1530.0,6960.0,201.0,478,26409,26503.0,62.21,45.9
2018-03-08 04:00:00+01:00,354.0,5940.0,1421.0,6961.0,146.0,442,25871,26106.0,62.14,46.56
2018-03-08 05:00:00+01:00,347.0,6209.0,1501.0,6960.0,140.0,344,26022,26232.0,62.68,48.19
2018-03-08 06:00:00+01:00,334.0,7437.0,2257.0,6959.0,116.0,267,27597,27752.0,65.67,53.25
2018-03-08 07:00:00+01:00,323.0,9053.0,2543.0,6961.0,139.0,312,29359,29656.0,67.76,57.95
2018-03-08 08:00:00+01:00,323.0,10292.0,3055.0,6963.0,651.0,949,31707,32111.0,69.21,62.22
2018-03-08 09:00:00+01:00,325.0,11536.0,3637.0,6962.0,1738.0,2334,34462,34658.0,70.26,64.29
2018-03-08 10:00:00+01:00,324.0,11930.0,3885.0,6960.0,3326.0,3820,36500,36411.0,70.46,60.27
2018-03-08 11:00:00+01:00,301.0,11900.0,4024.0,6958.0,4456.0,4667,38007,38021.0,70.0,59.8
2018-03-08 12:00:00+01:00,299.0,11982.0,4055.0,6949.0,4908.0,5069,39312,39278.0,70.7,58.52
2018-03-08 13:00:00+01:00,297.0,11592.0,3968.0,6939.0,4961.0,5218,40196,39756.0,70.41,57.51
2018-03-08 14:00:00+01:00,295.0,11618.0,3172.0,6931.0,4945.0,5170,39931,39431.0,70.0,56.16
2018-03-08 15:00:00+01:00,280.0,11219.0,3017.0,6926.0,4825.0,4976,39213,38655.0,69.0,52.27
2018-03-08 16:00:00+01:00,301.0,11155.0,3094.0,6917.0,4560.0,4606,38765,38443.0,68.0,52.05
2018-03-08 17:00:00+01:00,314.0,11419.0,3526.0,6916.0,4102.0,4018,38283,38189.0,69.72,52.33
2018-03-08 18:00:00+01:00,319.0,10535.0,4396.0,6924.0,3262.0,3268,37389,37485.0,70.51,57.91
2018-03-08 19:00:00+01:00,319.0,10046.0,4905.0,6933.0,2127.0,2363,36501,36811.0,70.26,66.65
2018-03-08 20:00:00+01:00,314.0,10214.0,4865.0,6944.0,1012.0,1563,35484,35758.0,70.35,67.48
2018-03-08 21:00:00+01:00,320.0,9722.0,5173.0,6966.0,469.0,645,35284,35239.0,70.01,62.96
2018-03-08 22:00:00+01:00,320.0,9027.0,4921.0,6974.0,362.0,542,34619,34486.0,66.98,59.12
2018-03-08 23:00:00+01:00,317.0,7475.0,4147.0,6978.0,276.0,471,32429,32596.0,65.7,52.69
2018-03-09 00:00:00+01:00,393.0,4937.0,2211.0,6953.0,35.0,215,26492,26513.0,70.47,51.61
2018-03-09 01:00:00+01:00,390.0,4847.0,1388.0,6958.0,35.0,190,24869,24941.0,68.14,44.63
2018-03-09 02:00:00+01:00,391.0,5009.0,811.0,6957.0,34.0,131,23854,23823.0,65.1,44.18
2018-03-09 03:00:00+01:00,388.0,4691.0,560.0,6956.0,35.0,116,23424,23363.0,62.52,41.93
2018-03-09 04:00:00+01:00,388.0,4803.0,525.0,6953.0,34.0,104,23292,23235.0,61.69,38.96
2018-03-09 05:00:00+01:00,387.0,4822.0,462.0,6952.0,34.0,82,23805,23714.0,61.69,41.06
2018-03-09 06:00:00+01:00,386.0,5554.0,1404.0,6956.0,34.0,65,26304,26108.0,68.14,46.84
2018-03-09 07:00:00+01:00,388.0,7178.0,2839.0,6961.0,35.0,66,29325,28917.0,72.0,52.55
2018-03-09 08:00:00+01:00,389.0,7811.0,3320.0,6966.0,245.0,370,31301,30992.0,73.55,57.56
2018-03-09 09:00:00+01:00,387.0,7962.0,3519.0,6971.0,829.0,1152,33336,33248.0,73.91,57.48
2018-03-09 10:00:00+01:00,387.0,8605.0,4549.0,6973.0,1459.0,2018,34715,34598.0,73.51,56.22
2018-03-09 11:00:00+01:00,388.0,8426.0,4741.0,6971.0,2022.0,2778,35751,35030.0,73.6,55.59
2018-03-09 12:00:00+01:00,395.0,8324.0,4713.0,6966.0,2445.0,3354,36713,36098.0,74.17,56.42
2018-03-09 13:00:00+01:00,391.0,8414.0,4410.0,6962.0,2925.0,3665,37230,36967.0,74.17,53.12
2018-03-09 14:00:00+01:00,384.0,8029.0,4167.0,6951.0,3349.0,3838,36750,36428.0,72.5,50.28
2018-03-09 15:00:00+01:00,390.0,7994.0,3479.0,6929.0,3385.0,3818,36466,35780.0,72.19,50.48
2018-03-09 16:00:00+01:00,389.0,8017.0,3119.0,6924.0,3206.0,3647,36665,35669.0,71.68,53.09
2018-03-09 17:00:00+01:00,391.0,7767.0,2368.0,6930.0,3199.0,3256,36600,35335.0,71.07,55.64
2018-03-09 18:00:00+01:00,394.0,7542.0,2206.0,6941.0,2798.0,2576,35930,34602.0,72.3,56.76
2018-03-09 19:00:00+01:00,394.0,7498.0,1918.0,6951.0,1826.0,1623,34922,33706.0,72.99,61.39
2018-03-09 20:00:00+01:00,391.0,8300.0,1895.0,6956.0,674.0,740,34973,33499.0,72.91,58.75
2018-03-09 21:00:00+01:00,377.0,8636.0,2396.0,6961.0,313.0,410,35677,34196.0,72.19,54.01
2018-03-09 22:00:00+01:00,393.0,7407.0,1616.0,6964.0,149.0,329,32755,31595.0,71.14,50.05
2018-03-09 23:00:00+01:00,395.0,6171.0,895.0,6968.0,76.0,283,30276,29176.0,69.02,47.29
2018-03-10 00:00:00+01:00,320.0,4271.0,660.0,7026.0,458.0,293,25571,25599.0,61.87,40.71
2018-03-10 01:00:00+01:00,321.0,3953.0,674.0,7026.0,340.0,229,24424,24398.0,58.79,39.59
2018-03-10 02:00:00+01:00,317.0,3890.0,663.0,7027.0,244.0,148,23625,23555.0,57.55,34.12
2018-03-10 03:00:00+01:00,324.0,3984.0,701.0,7028.0,182.0,108,23372,23235.0,57.0,33.62
2018-03-10 04:00:00+01:00,321.0,3653.0,594.0,7028.0,108.0,66,23267,23161.0,57.0,32.16
2018-03-10 05:00:00+01:00,322.0,3846.0,621.0,7030.0,109.0,53,23684,23515.0,57.0,32.91
2018-03-10 06:00:00+01:00,319.0,4715.0,1345.0,7030.0,110.0,56,25709,25682.0,61.03,33.57
2018-03-10 07:00:00+01:00,335.0,6239.0,3618.0,7028.0,55.0,32,29068,29175.0,77.0,33.83
2018-03-10 08:00:00+01:00,334.0,6366.0,4234.0,7033.0,190.0,235,30352,30445.0,78.68,39.64
2018-03-10 09:00:00+01:00,333.0,6471.0,4667.0,7037.0,1347.0,1302,31302,31420.0,79.73,43.87
2018-03-10 10:00:00+01:00,336.0,6529.0,4383.0,7037.0,3380.0,2896,31758,31703.0,78.0,45.23
2018-03-10 11:00:00+01:00,337.0,6528.0,4496.0,7035.0,4742.0,4321,32252,32349.0,76.89,44.82
2018-03-10 12:00:00+01:00,334.0,6679.0,4168.0,7032.0,5104.0,5027,32845,32793.0,75.67,44.15
2018-03-10 13:00:00+01:00,334.0,6593.0,3584.0,7028.0,5195.0,5280,32968,32822.0,75.85,42.85
2018-03-10 14:00:00+01:00,333.0,6196.0,2224.0,7025.0,5192.0,5296,32081,32022.0,74.01,41.37
2018-03-10 15:00:00+01:00,332.0,5972.0,1049.0,7021.0,5089.0,5147,31695,31488.0,73.78,39.1
2018-03-10 16:00:00+01:00,319.0,6138.0,992.0,7017.0,4814.0,4804,31639,31450.0,73.7,37.01
2018-03-10 17:00:00+01:00,318.0,6588.0,1609.0,7014.0,4268.0,4152,31628,31435.0,74.14,37.59
2018-03-10 18:00:00+01:00,323.0,7151.0,3056.0,7012.0,3205.0,2958,31163,30933.0,77.03,41.09
2018-03-10 19:00:00+01:00,324.0,7863.0,3693.0,7012.0,1398.0,1405,31298,31139.0,80.0,47.3
2018-03-10 20:00:00+01:00,327.0,8380.0,5156.0,7014.0,707.0,684,33362,33243.0,81.65,48.57
2018-03-10 21:00:00+01:00,330.0,6956.0,3692.0,7014.0,621.0,459,32392,32193.0,78.27,44.8
2018-03-10 22:00:00+01:00,326.0,5623.0,2296.0,7018.0,591.0,418,29341,29159.0,74.89,43.24
2018-03-10 23:00:00+01:00,322.0,5264.0,1514.0,7021.0,569.0,334,26983,26886.0,71.1,37.69
2018-03-11 00:00:00+01:00,322.0,6001.0,792.0,6038.0,35.0,13,25186,25166.0,65.21,16.97
2018-03-11 01:00:00+01:00,322.0,5396.0,608.0,6039.0,18.0,10,23534,23528.0,56.27,16.61
2018-03-11 02:00:00+01:00,323.0,5303.0,617.0,6040.0,17.0,11,22343,22420.0,54.94,13.57
2018-03-11 03:00:00+01:00,318.0,5121.0,653.0,6039.0,16.0,12,21758,21848.0,52.12,13.44
